Algorithm,Score,Extra Training Data,Paper Title,Date,Game
Best Learner,-13.1,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,doubledunk
Agent57,934134.88,False,Agent57: Outperforming the Atari Human Benchmark,2020,battlezone
MuZero,848623.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,battlezone
GDI-H3(200M frames),824360,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,battlezone
R2D2,751880.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,battlezone
GDI-I3,478830,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,battlezone
MuZero (Res2 Adam),178716.9,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,battlezone
Ape-X,98895,False,Distributed Prioritized Experience Replay,2018,battlezone
FQF,87928.6,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,battlezone
UCT,70333.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,battlezone
Reactor 500M,64070.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,battlezone
NoisyNet-Dueling,52262,False,Noisy Networks for Exploration,2017,battlezone
IQN,42244,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,battlezone
DreamerV2,40325,False,Mastering Atari with Discrete World Models,2020,battlezone
QR-DQN-1,39268,False,Distributional Reinforcement Learning with Quantile Regression,2017,battlezone
Bootstrapped DQN,38666.7,False,Deep Exploration via Bootstrapped DQN,2016,battlezone
Duel noop,37150.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,battlezone
Prior+Duel noop,35520.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,battlezone
Persistent AL,34583.07,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,battlezone
CGP,34200,False,Evolving simple programs for playing Atari games,2018,battlezone
DDQN (tuned) noop,31700.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,battlezone
Prior noop,31530.0,False,Prioritized Experience Replay,2015,battlezone
Duel hs,31320.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,battlezone
Prior+Duel hs,30650.0,False,Deep Reinforcement Learning with Double Q-learning,2015,battlezone
DQN noop,29900.0,False,Deep Reinforcement Learning with Double Q-learning,2015,battlezone
Advantage Learning,28789.29,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,battlezone
C51 noop,28742.0,False,A Distributional Perspective on Reinforcement Learning,2017,battlezone
Nature DQN,26300.0,False,,,battlezone
Recurrent Rational DQN Average,25749,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,battlezone
Prior hs,25520.0,False,Prioritized Experience Replay,2015,battlezone
A2C + SIL,25075,False,Self-Imitation Learning,2018,battlezone
DDQN (tuned) hs,24740.0,False,Deep Reinforcement Learning with Double Q-learning,2015,battlezone
DQN hs,23750.0,False,Deep Reinforcement Learning with Double Q-learning,2015,battlezone
Rational DQN Average,23403,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,battlezone
IMPALA (deep),20885.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,battlezone
A3C LSTM hs,20760.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,battlezone
Gorila,19938.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,battlezone
ES FF (1 hour) noop,16600.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,battlezone
Best Learner,15819.7,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,battlezone
POP3D,15466.67,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,battlezone
A3C FF hs,12950.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,battlezone
A3C FF (1 day) hs,11340.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,battlezone
CURL,11208,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,battlezone
DDQN+Pop-Art noop,8220.0,False,Learning values across many orders of magnitude,2016,battlezone
SAC,4386.7,False,Soft Actor-Critic for Discrete Action Settings,2019,battlezone
SARSA,16.2,False,,,battlezone
R2D2,233413.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,kungfumaster
Agent57,206845.82,False,Agent57: Outperforming the Atari Human Benchmark,2020,kungfumaster
MuZero,204824.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,kungfumaster
MuZero (Res2 Adam),116726.96,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,kungfumaster
FQF,111138.5,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,kungfumaster
Ape-X,97829.5,False,Distributed Prioritized Experience Replay,2018,kungfumaster
QR-DQN-1,76642,False,Distributional Reinforcement Learning with Quantile Regression,2017,kungfumaster
IQN,73512,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,kungfumaster
DreamerV2,62741,False,Mastering Atari with Discrete World Models,2020,kungfumaster
CGP,57400,False,Evolving simple programs for playing Atari games,2018,kungfumaster
UCT,48854.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,kungfumaster
Prior+Duel noop,48375.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kungfumaster
C51 noop,48192.0,False,A Distributional Perspective on Reinforcement Learning,2017,kungfumaster
IMPALA (deep),43375.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,kungfumaster
NoisyNet-Dueling,41672,False,Noisy Networks for Exploration,2017,kungfumaster
A3C LSTM hs,40835.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kungfumaster
Prior noop,39581.0,False,Prioritized Experience Replay,2015,kungfumaster
Prior+Duel hs,37484.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kungfumaster
Bootstrapped DQN,36733.3,False,Deep Exploration via Bootstrapped DQN,2016,kungfumaster
Persistent AL,34650.91,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,kungfumaster
A2C + SIL,34449.2,False,Self-Imitation Learning,2018,kungfumaster
DDQN+Pop-Art noop,34393.0,False,Learning values across many orders of magnitude,2016,kungfumaster
Duel noop,34294.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kungfumaster
POP3D,33728,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,kungfumaster
Advantage Learning,32182.99,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,kungfumaster
Prior hs,31676.0,False,Prioritized Experience Replay,2015,kungfumaster
DDQN (tuned) hs,30207.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kungfumaster
DDQN (tuned) noop,29710.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kungfumaster
SARSA,29151.0,False,,,kungfumaster
A3C FF hs,28819.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kungfumaster
GDI-H3(200M frames),28349,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,kungfumaster
GDI-I3,28075,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,kungfumaster
DQN noop,26059.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kungfumaster
Duel hs,24288.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kungfumaster
Nature DQN,23270.0,False,,,kungfumaster
DQN hs,20882.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kungfumaster
Gorila,20620.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,kungfumaster
Best Learner,19544,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,kungfumaster
CURL,14280,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,kungfumaster
A3C FF (1 day) hs,3046.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kungfumaster
Agent57,114736.26,False,Agent57: Outperforming the Atari Human Benchmark,2020,hero
MuZero,49244.11,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,hero
R2D2,39537.1,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,hero
C51 noop,38874,False,A Distributional Perspective on Reinforcement Learning,2017,hero
GDI-I3,38330,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,hero
GDI-H3(200M frames),38225,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,hero
MuZero (Res2 Adam),37234.31,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,hero
IMPALA (deep),33730.55,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,hero
A2C + SIL,33156.7,False,Self-Imitation Learning,2018,hero
A3C FF hs,32464.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,hero
Ape-X,31655.9,False,Distributed Prioritized Experience Replay,2018,hero
NoisyNet-Dueling,31533,False,Noisy Networks for Exploration,2017,hero
FQF,30926.2,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,hero
A3C LSTM hs,28889.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,hero
A3C FF (1 day) hs,28765.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016,hero
IQN,28386,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,hero
Advantage Learning,24788.86,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,hero
Persistent AL,24175.79,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,hero
Prior noop,23037.7,False,Prioritized Experience Replay,2015,hero
DreamerV2,21868,False,Mastering Atari with Discrete World Models,2020,hero
QR-DQN-1,21395,False,Distributional Reinforcement Learning with Quantile Regression,2017,hero
Prior+Duel noop,21036.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,hero
Bootstrapped DQN,21021.3,False,Deep Exploration via Bootstrapped DQN,2016,hero
Prior hs,20889.9,False,Prioritized Experience Replay,2015,hero
Duel noop,20818.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,hero
DQN noop,20437.8,False,Deep Reinforcement Learning with Double Q-learning,2015,hero
DDQN (tuned) noop,20130.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,hero
Nature DQN,19950,False,,,hero
Prior+Duel hs,15459.2,False,Deep Reinforcement Learning with Double Q-learning,2015,hero
Duel hs,15207.9,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,hero
DQN hs,14992.9,False,Deep Reinforcement Learning with Double Q-learning,2015,hero
DDQN (tuned) hs,14892.5,False,Deep Reinforcement Learning with Double Q-learning,2015,hero
DDQN+Pop-Art noop,14225.2,False,Learning values across many orders of magnitude,2016,hero
UCT,12859.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,hero
MFEC,11732,False,Model-Free Episodic Control with State Aggregation,2020,hero
Gorila,8963.4,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,hero
SARSA,7295,False,,,hero
Best linear,6459,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,hero
Best Learner,6458.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,hero
CURL,6235.1,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,hero
CGP,2974,False,Evolving simple programs for playing Atari games,2018,hero
MuZero,143972.03,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,assault
R2D2,108197.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,assault
GDI-H3(200M frames),97155,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,assault
Agent57,67212.67,False,Agent57: Outperforming the Atari Human Benchmark,2020,assault
GDI-I3,63876,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,assault
MuZero (Res2 Adam),33292.22,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,assault
IQN,29091,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,assault
Ape-X,24559.4,False,Distributed Prioritized Experience Replay,2018,assault
DreamerV2,23625,False,Mastering Atari with Discrete World Models,2020,assault
QR-DQN-1,22012,False,Distributional Reinforcement Learning with Quantile Regression,2017,assault
IMPALA (deep),19148.47,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,assault
A3C LSTM hs,14497.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,assault
Prior+Duel noop,11477.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,assault
NoisyNet-Dueling,11231,False,Noisy Networks for Exploration,2017,assault
Prior+Duel hs,10950.6,False,Deep Reinforcement Learning with Double Q-learning,2015,assault
Prior+Duel hs,10950.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,assault
DDQN+Pop-Art noop,9011.6,False,Learning values across many orders of magnitude,2016,assault
Reactor 500M,8323.3,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,assault
Bootstrapped DQN,8047.1,False,Deep Exploration via Bootstrapped DQN,2016,assault
Prior noop,7672.1,False,Prioritized Experience Replay,2015,assault
C51 noop,7203.0,False,A Distributional Perspective on Reinforcement Learning,2017,assault
Prior hs,6548.9,False,Prioritized Experience Replay,2015,assault
DDQN (tuned) hs,6060.8,False,Deep Reinforcement Learning with Double Q-learning,2015,assault
A3C FF hs,5474.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,assault
POP3D,5400.13,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,assault
DDQN (tuned) noop,5393.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,assault
Duel noop,4621.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,assault
DQN noop,4280.4,False,Deep Reinforcement Learning with Double Q-learning,2015,assault
Duel hs,3994.8,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,assault
A3C FF (1 day) hs,3746.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,assault
Advantage Learning,3661.51,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,assault
DQN hs,3489.3,False,Deep Reinforcement Learning with Double Q-learning,2015,assault
Nature DQN,3359.0,False,,,assault
Persistent AL,3304.33,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,assault
A2C + SIL,1812,False,Self-Imitation Learning,2018,assault
ES FF (1 hour) noop,1673.9,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,assault
UCT,1512.2,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,assault
Gorila,1195.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,assault
CGP,890.4,False,Evolving simple programs for playing Atari games,2018,assault
Best Learner,628,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,assault
CURL,543.7,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,assault
SARSA,537.0,False,,,assault
SAC,350,False,Soft Actor-Critic for Discrete Action Settings,2019,assault
Agent57,24034.16,False,Agent57: Outperforming the Atari Human Benchmark,2020,kangaroo
MuZero,16763.60,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,kangaroo
Prior noop,16200.0,False,Prioritized Experience Replay,2015,kangaroo
IQN,15487,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,kangaroo
QR-DQN-1,15356,False,Distributional Reinforcement Learning with Quantile Regression,2017,kangaroo
NoisyNet-Dueling,15227,False,Noisy Networks for Exploration,2017,kangaroo
Bootstrapped DQN,14862.5,False,Deep Exploration via Bootstrapped DQN,2016,kangaroo
Duel noop,14854.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kangaroo
GDI-H3(200M frames),14636,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,kangaroo
GDI-I3,14500,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,kangaroo
R2D2,14130.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,kangaroo
DreamerV2,14064,False,Mastering Atari with Discrete World Models,2020,kangaroo
MuZero (Res2 Adam),13838,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,kangaroo
DDQN+Pop-Art noop,13150.0,False,Learning values across many orders of magnitude,2016,kangaroo
DDQN (tuned) noop,12992.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kangaroo
C51 noop,12853.0,False,A Distributional Perspective on Reinforcement Learning,2017,kangaroo
Prior hs,12185.0,False,Prioritized Experience Replay,2015,kangaroo
Persistent AL,11478.46,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,kangaroo
DDQN (tuned) hs,11204.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kangaroo
ES FF (1 hour) noop,11200.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,kangaroo
Advantage Learning,10809.16,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,kangaroo
Duel hs,10334.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kangaroo
DQN noop,7259.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kangaroo
Nature DQN,6740.0,False,,,kangaroo
Recurrent Rational DQN Average,5266,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,kangaroo
DQN hs,4496.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kangaroo
POP3D,3891.67,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,kangaroo
Rational DQN Average,2941,False,Adaptive Rational Activations to Boost Deep Reinforcement Learning,2021,kangaroo
A2C + SIL,2888.3,False,Self-Imitation Learning,2018,kangaroo
UCT,1990,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,kangaroo
Prior+Duel noop,1792.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,kangaroo
IMPALA (deep),1632.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,kangaroo
Best Learner,1622.1,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,kangaroo
Gorila,1431.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,kangaroo
Ape-X,1416,False,Distributed Prioritized Experience Replay,2018,kangaroo
CGP,1400,False,Evolving simple programs for playing Atari games,2018,kangaroo
IDVQ + DRSC + XNES,1200,False,Playing Atari with Six Neurons,2018,kangaroo
Prior+Duel hs,861.0,False,Deep Reinforcement Learning with Double Q-learning,2015,kangaroo
CURL,345.3,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,kangaroo
A3C LSTM hs,125.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kangaroo
A3C FF (1 day) hs,106.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kangaroo
A3C FF hs,94.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,kangaroo
SAC,29.3,False,Soft Actor-Critic for Discrete Action Settings,2019,kangaroo
SARSA,8.8,False,,,kangaroo
GDI-H3(200M frames),3837300,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,atlantis
GDI-I3,3803000,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,atlantis
A2C + SIL,3084781.7,False,Self-Imitation Learning,2018,atlantis
POP3D,2193605.67,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,atlantis
MuZero,1674767.20,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,atlantis
R2D2,1620764.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,atlantis
Agent57,1528841.76,False,Agent57: Outperforming the Atari Human Benchmark,2020,atlantis
Persistent AL,1465250,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,atlantis
ES FF (1 hour) noop,1267410.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,atlantis
MuZero (Res2 Adam),1137475.12,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,atlantis
Bootstrapped DQN,994500,False,Deep Exploration via Bootstrapped DQN,2016,atlantis
DreamerV2,978778,False,Mastering Atari with Discrete World Models,2020,atlantis
IQN,978200,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,atlantis
NoisyNet-Dueling,972175,False,Noisy Networks for Exploration,2017,atlantis
QR-DQN-1,971850,False,Distributional Reinforcement Learning with Quantile Regression,2017,atlantis
Ape-X,944497.5,False,Distributed Prioritized Experience Replay,2018,atlantis
A3C FF hs,911091.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,atlantis
A3C LSTM hs,875822.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,atlantis
IMPALA (deep),849967.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,atlantis
C51 noop,841075.0,False,A Distributional Perspective on Reinforcement Learning,2017,atlantis
A3C FF (1 day) hs,772392.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,atlantis
Gorila,629166.5,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,atlantis
Advantage Learning,553591.67,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,atlantis
Duel hs,445360.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,atlantis
Prior+Duel hs,423252.0,False,Deep Reinforcement Learning with Double Q-learning,2015,atlantis
Prior+Duel noop,395762.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,atlantis
Duel noop,382572.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,atlantis
Prior noop,357324.0,False,Prioritized Experience Replay,2015,atlantis
DDQN+Pop-Art noop,340076.0,False,Learning values across many orders of magnitude,2016,atlantis
Prior hs,330647.0,False,Prioritized Experience Replay,2015,atlantis
DDQN (tuned) hs,319688.0,False,Deep Reinforcement Learning with Double Q-learning,2015,atlantis
Reactor 500M,302831.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,atlantis
DQN hs,292491.0,False,Deep Reinforcement Learning with Double Q-learning,2015,atlantis
DQN noop,279987.0,False,Deep Reinforcement Learning with Double Q-learning,2015,atlantis
UCT,193858,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,atlantis
DDQN (tuned) noop,106056.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,atlantis
CGP,99240,False,Evolving simple programs for playing Atari games,2018,atlantis
Nature DQN,85641.0,False,,,atlantis
Best Learner,62687,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,atlantis
SARSA,852.9,False,,,atlantis
Agent57,839573.53,False,Agent57: Outperforming the Atari Human Benchmark,2020,stargunner
R2D2,717344.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,stargunner
GDI-H3(200M frames),677590,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,stargunner
MuZero,549271.70,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,stargunner
GDI-I3,465750,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,stargunner
Ape-X,434342.5,False,Distributed Prioritized Experience Replay,2018,stargunner
IMPALA (deep),200625.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,stargunner
A3C LSTM hs,164766.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,stargunner
MuZero (Res2 Adam),154548.26,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,stargunner
A3C FF hs,138218.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,stargunner
FQF,131981.2,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,stargunner
Prior+Duel hs,127073.0,False,Deep Reinforcement Learning with Double Q-learning,2015,stargunner
Prior+Duel noop,125117.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,stargunner
Duel hs,90804.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,stargunner
Duel noop,89238.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,stargunner
QR-DQN-1,77495,False,Distributional Reinforcement Learning with Quantile Regression,2017,stargunner
NoisyNet-Dueling,75867,False,Noisy Networks for Exploration,2017,stargunner
IQN,74677,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,stargunner
RIMs-PPO,70000,False,,,stargunner
A3C FF (1 day) hs,64393.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,stargunner
Prior noop,63302.0,False,Prioritized Experience Replay,2015,stargunner
Prior hs,61582.0,False,Prioritized Experience Replay,2015,stargunner
Advantage Learning,61353.59,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,stargunner
DDQN (tuned) noop,60142.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,stargunner
DDQN (tuned) hs,58365.0,False,Deep Reinforcement Learning with Double Q-learning,2015,stargunner
Nature DQN,57997.0,False,,,stargunner
Bootstrapped DQN,55725,False,Deep Exploration via Bootstrapped DQN,2016,stargunner
DQN noop,54282.0,False,Deep Reinforcement Learning with Double Q-learning,2015,stargunner
DQN hs,52970.0,False,Deep Reinforcement Learning with Double Q-learning,2015,stargunner
C51 noop,49095.0,False,A Distributional Perspective on Reinforcement Learning,2017,stargunner
POP3D,48984,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,stargunner
A2C + SIL,31309.2,False,Self-Imitation Learning,2018,stargunner
Gorila,14919.2,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,stargunner
DreamerV2,7800,False,Mastering Atari with Discrete World Models,2020,stargunner
CGP,2320,False,Evolving simple programs for playing Atari games,2018,stargunner
ES FF (1 hour) noop,1470.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,stargunner
Full Tree,1345,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,stargunner
Best Learner,1069.5,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,stargunner
DDQN+Pop-Art noop,589.0,False,Learning values across many orders of magnitude,2016,stargunner
SARSA,9.4,False,,,stargunner
Go-Explore,43791,False,"First return, then explore",2020,montezumarevenge
Go-Explore,43763,False,Go-Explore: a New Approach for Hard-Exploration Problems,2019,montezumarevenge
Agent57,9352.01,False,Agent57: Outperforming the Atari Human Benchmark,2020,montezumarevenge
RND,8152,False,Exploration by Random Network Distillation,2018,montezumarevenge
A2C+CoEX,6635,False,Contingency-Aware Exploration in Reinforcement Learning,2018,montezumarevenge
DQN-PixelCNN,3705.5,False,Count-Based Exploration with Neural Density Models,2017,montezumarevenge
DDQN-PC,3459,False,Unifying Count-Based Exploration and Intrinsic Motivation,2016,montezumarevenge
GDI-I3,3000,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,montezumarevenge
Sarsa-φ-EB,2745.4,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,montezumarevenge
Intrinsic Reward Agent,2504.6,False,Large-Scale Study of Curiosity-Driven Learning,2018,montezumarevenge
Ape-X,2500.0,False,Distributed Prioritized Experience Replay,2018,montezumarevenge
MuZero (Res2 Adam),2500,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,montezumarevenge
GDI-H3(200M frames),2500,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,montezumarevenge
R2D2,2061.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,montezumarevenge
DQN+SR,1778.8,False,Count-Based Exploration with the Successor Representation,2018,montezumarevenge
DQNMMCe+SR,1778.6,False,Count-Based Exploration with the Successor Representation,2018,montezumarevenge
A2C + SIL,1100,False,Self-Imitation Learning,2018,montezumarevenge
Sarsa-ε,399.5,False,Count-Based Exploration in Feature Space for Reinforcement Learning,2017,montezumarevenge
A3C-CTS,273.7,False,Unifying Count-Based Exploration and Intrinsic Motivation,2016,montezumarevenge
SARSA,259,False,,,montezumarevenge
