,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
1309,DreamerV2,203576.0,False,Mastering Atari with Discrete World Models,2020.0,roadrunner,PapersWithCode,11.5,7845.0,2598.6404544584157,3.41491328664684,True,True,True
1310,A3C LSTM hs,73949.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,roadrunner,PapersWithCode,11.5,7845.0,943.8628965341163,2.9753687951775585,True,True,True
1311,Prior+Duel noop,62151.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,793.2533350354248,2.899959047086772,True,True,True
1312,Duel hs,58549.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,747.2713346524542,2.874059108258295,True,True,True
1313,IQN,57900.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,roadrunner,PapersWithCode,11.5,7845.0,738.9864045445842,2.8692237406965093,True,True,True
1314,Prior noop,57608.0,False,Prioritized Experience Replay,2015.0,roadrunner,PapersWithCode,11.5,7845.0,735.2588242803345,2.8670305129744995,True,True,True
1315,IMPALA (deep),57121.0,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,roadrunner,PapersWithCode,11.5,7845.0,729.0419352779728,2.8633478077050225,True,True,True
1316,A2C + SIL,57071.7,False,Self-Imitation Learning,2018.0,roadrunner,PapersWithCode,11.5,7845.0,728.4125869662348,2.862973253360562,True,True,True
1317,Prior+Duel hs,54630.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,697.2426118593221,2.8440063491052974,True,True,True
1318,Prior hs,52264.0,False,Prioritized Experience Replay,2015.0,roadrunner,PapersWithCode,11.5,7845.0,667.0389991702305,2.824801816712129,True,True,True
1319,DDQN+Pop-Art noop,47770.0,False,Learning values across many orders of magnitude,2016.0,roadrunner,PapersWithCode,11.5,7845.0,609.6700070211272,2.785806590202031,True,True,True
1320,POP3D,44679.67,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,roadrunner,PapersWithCode,11.5,7845.0,570.219825110104,2.7568032719237703,True,True,True
1321,DDQN (tuned) hs,43156.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,550.7691325716474,2.7417574012378236,True,True,True
1322,Gorila,43079.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,549.7963873109082,2.7409910830444306,True,True,True
1323,DQN hs,35215.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,roadrunner,PapersWithCode,11.5,7845.0,449.39682134422674,2.653595316839885,True,True,True
1324,A3C FF hs,34216.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,roadrunner,PapersWithCode,11.5,7845.0,436.6439011935916,2.6411208807152544,True,True,True
1325,A3C FF (1 day) hs,31769.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,roadrunner,PapersWithCode,11.5,7845.0,405.4062679517457,2.6089603973956077,True,True,True
1326,Nature DQN,18257.0,False,,,roadrunner,PapersWithCode,11.5,7845.0,232.91632092934194,2.3690605246833303,True,True,True
1327,ES FF (1 hour) noop,16590.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,roadrunner,PapersWithCode,11.5,7845.0,211.63592263994383,2.327636635946519,True,True,True
1329,CGP,8960.0,False,Evolving simple programs for playing Atari games,2018.0,roadrunner,PapersWithCode,11.5,7845.0,114.23373970766579,2.0615796563745437,True,True,True
1334,MuZero,243401.1,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,mspacman,PapersWithCode,307.3,6951.6,3658.6818776996824,3.5634433354588277,True,True,True
1335,MuZero (Res2 Adam),70659.76,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,mspacman,PapersWithCode,307.3,6951.6,1058.8393058711977,3.0252400219969777,True,True,True
1336,Agent57,63994.44,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,mspacman,PapersWithCode,307.3,6951.6,958.5229444787261,2.9820553642110013,True,True,True
1337,R2D2,42281.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,mspacman,PapersWithCode,307.3,6951.6,631.7354725102718,2.8012221826235697,True,True,True
1338,GDI-H3(200M frames),11573.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,mspacman,PapersWithCode,307.3,6951.6,169.55435486055717,2.2318628129709945,True,True,True
1339,GDI-I3,11536.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,mspacman,PapersWithCode,307.3,6951.6,168.99748656743373,2.230442500331429,True,True,True
1340,Ape-X,11255.2,False,Distributed Prioritized Experience Replay,2018.0,mspacman,PapersWithCode,307.3,6951.6,164.7713077374592,2.219509363550688,True,True,True
1343,IMPALA (deep),7342.32,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,mspacman,PapersWithCode,307.3,6951.6,105.88052917538342,2.0288985953689336,True,True,True
1344,Prior noop,6518.7,False,Prioritized Experience Replay,2015.0,mspacman,PapersWithCode,307.3,6951.6,93.48464097045587,1.9753612171452364,True,True,True
1345,IQN,6349.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,mspacman,PapersWithCode,307.3,6951.6,90.93057206929248,1.963459962670433,True,True,True
1346,DreamerV2,5652.0,False,Mastering Atari with Discrete World Models,2020.0,mspacman,PapersWithCode,307.3,6951.6,80.44037746639977,1.9108397779002795,True,True,True
1347,NoisyNet-Dueling,5546.0,False,Noisy Networks for Exploration,2017.0,mspacman,PapersWithCode,307.3,6951.6,78.8450250590732,1.9022478615302145,True,True,True
1348,DDQN+Pop-Art noop,4963.8,False,Learning values across many orders of magnitude,2016.0,mspacman,PapersWithCode,307.3,6951.6,70.08262721430398,1.8517634709564117,True,True,True
1349,A2C + SIL,4025.1,False,Self-Imitation Learning,2018.0,mspacman,PapersWithCode,307.3,6951.6,55.95472811281851,1.7555297829905894,True,True,True
1350,Prior+Duel noop,3327.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,45.452493114398806,1.667009027625033,True,True,True
1352,CGP,2568.0,False,Evolving simple programs for playing Atari games,2018.0,mspacman,PapersWithCode,307.3,6951.6,34.02465270984151,1.5443738376923672,True,True,True
1353,Nature DQN,2311.0,False,,,mspacman,PapersWithCode,307.3,6951.6,30.156675646794998,1.4935511131445391,True,True,True
1354,Duel hs,2250.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,29.24762578450702,1.4806912914131618,True,True,True
1355,Prior hs,1865.9,False,Prioritized Experience Replay,2015.0,mspacman,PapersWithCode,307.3,6951.6,23.45770058546423,1.3884156240009093,True,True,True
1357,POP3D,1683.87,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,mspacman,PapersWithCode,307.3,6951.6,20.71805908824105,1.3368210103766964,True,True,True
1359,Gorila,1263.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,14.383757506434087,1.1870624255175013,True,True,True
1360,DDQN (tuned) hs,1241.3,False,Deep Reinforcement Learning with Double Q-learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,14.0571617777644,1.177743116591062,True,True,True
1362,DQN hs,1092.3,False,Deep Reinforcement Learning with Double Q-learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,11.814638110861942,1.1077063460899146,True,True,True
1363,Prior+Duel hs,1007.8,False,Deep Reinforcement Learning with Double Q-learning,2015.0,mspacman,PapersWithCode,307.3,6951.6,10.5428713333233,1.0623138546695066,True,True,True
1364,A3C LSTM hs,850.7,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,mspacman,PapersWithCode,307.3,6951.6,8.178438661710038,0.9627688099295243,True,True,True
1366,A3C FF hs,653.7,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,mspacman,PapersWithCode,307.3,6951.6,5.213491263187995,0.793335692009578,True,True,True
1367,A3C FF (1 day) hs,594.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,mspacman,PapersWithCode,307.3,6951.6,4.320996944749634,0.7259930095582958,True,True,True
1368,MuZero,91.16,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,fishingderby,PapersWithCode,-91.71,-38.7,344.9726466704396,2.539041763909301,True,True,True
1369,Agent57,86.97,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,fishingderby,PapersWithCode,-91.71,-38.7,337.0684776457273,2.5290046779448825,True,True,True
1370,R2D2,85.8,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,fishingderby,PapersWithCode,-91.71,-38.7,334.86134691567634,2.526160025314838,True,True,True
1371,MuZero (Res2 Adam),73.94,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,fishingderby,PapersWithCode,-91.71,-38.7,312.48820977174114,2.4962212117461253,True,True,True
1372,DreamerV2,65.0,False,Mastering Atari with Discrete World Models,2020.0,fishingderby,PapersWithCode,-91.71,-38.7,295.6234672703264,2.472205507120012,True,True,True
1373,GDI-H3(200M frames),65.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,fishingderby,PapersWithCode,-91.71,-38.7,295.6234672703264,2.472205507120012,True,True,True
1374,GDI-I3,59.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,fishingderby,PapersWithCode,-91.71,-38.7,284.30484814186,2.45530915161981,True,True,True
1375,NoisyNet-Dueling,57.0,False,Noisy Networks for Exploration,2017.0,fishingderby,PapersWithCode,-91.71,-38.7,280.53197509903794,2.449527727146343,True,True,True
1376,A2C + SIL,55.8,False,Self-Imitation Learning,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,278.2682512733447,2.446021565559479,True,True,True
1378,DDQN+Pop-Art noop,45.1,False,Learning values across many orders of magnitude,2016.0,fishingderby,PapersWithCode,-91.71,-38.7,258.0833804942464,2.4134395550501404,True,True,True
1379,IMPALA (deep),44.85,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,257.61177136389364,2.4126482889977146,True,True,True
1380,Ape-X,44.4,False,Distributed Prioritized Experience Replay,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,256.76287492925866,2.4112203669568544,True,True,True
1381,Prior+Duel noop,41.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,250.9149217128844,2.401253892887691,True,True,True
1382,Prior noop,39.5,False,Prioritized Experience Replay,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,247.51933597434447,2.3953601845392454,True,True,True
1383,IQN,33.8,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,236.7666478023015,2.3761509348441723,True,True,True
1384,POP3D,28.99,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,227.69288813431427,2.3592526591758434,True,True,True
1385,A3C LSTM hs,22.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,fishingderby,PapersWithCode,-91.71,-38.7,215.63855876249767,2.3357357577714075,True,True,True
1386,A3C FF hs,18.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,fishingderby,PapersWithCode,-91.71,-38.7,208.47009998113566,2.3211220399995245,True,True,True
1387,Prior+Duel hs,17.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,205.07451424259577,2.3140242848010306,True,True,True
1388,A3C FF (1 day) hs,13.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,fishingderby,PapersWithCode,-91.71,-38.7,198.66063006979815,2.3002924372839675,True,True,True
1389,Prior hs,9.8,False,Prioritized Experience Replay,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,191.49217128843617,2.2844130713231143,True,True,True
1390,Gorila,4.6,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,181.68270137709865,2.2616974250090447,True,True,True
1391,DDQN (tuned) hs,3.2,False,Deep Reinforcement Learning with Double Q-learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,179.04169024712323,2.2553730814801325,True,True,True
1393,Nature DQN,-0.8,False,,,fishingderby,PapersWithCode,-91.71,-38.7,171.495944161479,2.23677888811076,True,True,True
1394,DQN hs,-1.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,169.98679494435015,2.232962571770841,True,True,True
1395,Duel hs,-4.1,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,fishingderby,PapersWithCode,-91.71,-38.7,165.27070364082252,2.2208157346797583,True,True,True
1396,ES FF (1 hour) noop,-49.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,fishingderby,PapersWithCode,-91.71,-38.7,80.56970382946614,1.9115288854350028,True,True,True
1398,CGP,-51.0,False,Evolving simple programs for playing Atari games,2018.0,fishingderby,PapersWithCode,-91.71,-38.7,76.79683078664404,1.890961905474178,True,True,True
1400,R2D2,999383.2,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,videopinball,PapersWithCode,0.0,17667.9,5656.491150617787,3.7526238833088925,True,True,True
1401,Agent57,992340.74,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,videopinball,PapersWithCode,0.0,17667.9,5616.63095217881,3.7495532050156486,True,True,True
1402,MuZero,981791.88,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,videopinball,PapersWithCode,0.0,17667.9,5556.92459205678,3.7449126501283274,True,True,True
1403,GDI-H3(200M frames),978190.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,videopinball,PapersWithCode,0.0,17667.9,5536.538015270631,3.7433167206786373,True,True,True
1404,GDI-I3,925830.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,videopinball,PapersWithCode,0.0,17667.9,5240.181345830573,3.7194291866308524,True,True,True
1405,NoisyNet-Dueling,870954.0,False,Noisy Networks for Exploration,2017.0,videopinball,PapersWithCode,0.0,17667.9,4929.584161105734,3.6928983762580567,True,True,True
1406,MuZero (Res2 Adam),865543.44,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,videopinball,PapersWithCode,0.0,17667.9,4898.960487664069,3.6901925779757283,True,True,True
1407,IQN,698045.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,videopinball,PapersWithCode,0.0,17667.9,3950.922294103996,3.596808396549794,True,True,True
1408,IMPALA (deep),572898.27,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,videopinball,PapersWithCode,0.0,17667.9,3242.5940264547567,3.511026491931291,True,True,True
1409,Ape-X,565163.2,False,Distributed Prioritized Experience Replay,2018.0,videopinball,PapersWithCode,0.0,17667.9,3198.8136677250827,3.5051246891214944,True,True,True
1410,Prior+Duel noop,479197.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,2712.2465035459786,3.433489252024243,True,True,True
1411,A3C LSTM hs,470310.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,videopinball,PapersWithCode,0.0,17667.9,2661.9490714799153,3.425362860698519,True,True,True
1412,A2C + SIL,461522.4,False,Self-Imitation Learning,2018.0,videopinball,PapersWithCode,0.0,17667.9,2612.2085816650533,3.4171740757245934,True,True,True
1413,Prior+Duel hs,447408.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,2532.324724500365,3.4036908617288897,True,True,True
1414,DDQN (tuned) hs,367823.7,False,Deep Reinforcement Learning with Double Q-learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,2081.8756049106005,3.318663333455137,True,True,True
1415,A3C FF hs,331628.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,videopinball,PapersWithCode,0.0,17667.9,1877.0091521912618,3.2736977044031894,True,True,True
1416,Prior hs,295972.8,False,Prioritized Experience Replay,2015.0,videopinball,PapersWithCode,0.0,17667.9,1675.200787869526,3.22432604045223,True,True,True
1417,Prior noop,282007.3,False,Prioritized Experience Replay,2015.0,videopinball,PapersWithCode,0.0,17667.9,1596.1563060691988,3.203347420547717,True,True,True
1418,A3C FF (1 day) hs,185852.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,videopinball,PapersWithCode,0.0,17667.9,1051.9224129636232,3.0223963703657284,True,True,True
1419,DQN hs,154414.1,False,Deep Reinforcement Learning with Double Q-learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,873.9810616994662,2.9419986531498243,True,True,True
1421,Gorila,112093.4,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,634.4466518375132,2.803079095747438,True,True,True
1422,Duel hs,110976.2,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,videopinball,PapersWithCode,0.0,17667.9,628.1233196927761,2.7987357834622117,True,True,True
1424,DDQN+Pop-Art noop,56287.0,False,Learning values across many orders of magnitude,2016.0,videopinball,PapersWithCode,0.0,17667.9,318.58341964806226,2.5045842395338718,True,True,True
1425,Nature DQN,42684.0,False,,,videopinball,PapersWithCode,0.0,17667.9,241.59068140526037,2.384874114370611,True,True,True
1426,DreamerV2,41860.0,False,Mastering Atari with Discrete World Models,2020.0,videopinball,PapersWithCode,0.0,17667.9,236.92685604967198,2.3764434658955977,True,True,True
1427,POP3D,37780.7,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,videopinball,PapersWithCode,0.0,17667.9,213.83809054839563,2.3321112837705797,True,True,True
1428,CGP,33752.4,False,Evolving simple programs for playing Atari games,2018.0,videopinball,PapersWithCode,0.0,17667.9,191.03798414072978,2.2833871384492195,True,True,True
1429,ES FF (1 hour) noop,22834.8,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,videopinball,PapersWithCode,0.0,17667.9,129.24456217207478,2.114759600163803,True,True,True
1432,MuZero,864.0,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,breakout,PapersWithCode,1.72,30.5,2996.108408617095,3.476702452125723,True,True,True
1434,GDI-H3(200M frames),864.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,breakout,PapersWithCode,1.72,30.5,2996.108408617095,3.476702452125723,True,True,True
1436,R2D2,837.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,breakout,PapersWithCode,1.72,30.5,2904.7255038220987,3.46325458525243,True,True,True
1437,Ape-X,800.9,False,Distributed Prioritized Experience Replay,2018.0,breakout,PapersWithCode,1.72,30.5,2776.8589298123698,3.4437101868444757,True,True,True
1438,Agent57,790.4,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,breakout,PapersWithCode,1.72,30.5,2740.375260597637,3.4379684891884508,True,True,True
1439,IMPALA (deep),787.34,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,breakout,PapersWithCode,1.72,30.5,2729.742876997915,3.4362808094923434,True,True,True
1440,A3C LSTM hs,766.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,breakout,PapersWithCode,1.72,30.5,2658.373870743572,3.4247793973491936,True,True,True
1441,MuZero (Res2 Adam),758.04,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,breakout,PapersWithCode,1.72,30.5,2627.936066712995,3.4197800245957604,True,True,True
1442,IQN,734.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,breakout,PapersWithCode,1.72,30.5,2544.4058373870744,3.4057570357439757,True,True,True
1443,A3C FF hs,681.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,breakout,PapersWithCode,1.72,30.5,2363.3773453787353,3.3737167894418048,True,True,True
1444,A3C FF (1 day) hs,551.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,breakout,PapersWithCode,1.72,30.5,1910.632383599722,3.2814043789838987,True,True,True
1446,POP3D,458.41,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,breakout,PapersWithCode,1.72,30.5,1586.8311327310632,3.2008043129382293,True,True,True
1447,A2C + SIL,452.0,False,Self-Imitation Learning,2018.0,breakout,PapersWithCode,1.72,30.5,1564.5587213342599,3.194669361875105,True,True,True
1448,Duel hs,411.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,breakout,PapersWithCode,1.72,30.5,1424.1834607366227,3.1538707737179212,True,True,True
1449,Nature DQN,401.2,False,,,breakout,PapersWithCode,1.72,30.5,1388.0472550382208,3.142717020577969,True,True,True
1450,Prior noop,373.9,False,Prioritized Experience Replay,2015.0,breakout,PapersWithCode,1.72,30.5,1293.1897150799164,3.111997944163528,True,True,True
1452,DDQN (tuned) hs,368.9,False,Deep Reinforcement Learning with Double Q-learning,2015.0,breakout,PapersWithCode,1.72,30.5,1275.816539263377,3.106128499683579,True,True,True
1453,Prior+Duel noop,366.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,breakout,PapersWithCode,1.72,30.5,1265.7400972897844,3.102687517889322,True,True,True
1454,Prior+Duel hs,354.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,breakout,PapersWithCode,1.72,30.5,1226.129256428075,3.0888903104017595,True,True,True
1455,DQN hs,354.5,False,Deep Reinforcement Learning with Double Q-learning,2015.0,breakout,PapersWithCode,1.72,30.5,1225.781792911744,3.0887673218453044,True,True,True
1457,DDQN+Pop-Art noop,344.1,False,Learning values across many orders of magnitude,2016.0,breakout,PapersWithCode,1.72,30.5,1189.6455872133427,3.0757825067191606,True,True,True
1458,Prior hs,343.0,False,Prioritized Experience Replay,2015.0,breakout,PapersWithCode,1.72,30.5,1185.823488533704,3.074386132892218,True,True,True
1461,Gorila,313.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,breakout,PapersWithCode,1.72,30.5,1081.5844336344683,3.0344617781261336,True,True,True
1462,DreamerV2,312.0,False,Mastering Atari with Discrete World Models,2020.0,breakout,PapersWithCode,1.72,30.5,1078.1097984711603,3.0330656360120276,True,True,True
1464,NoisyNet-Dueling,263.0,False,Noisy Networks for Exploration,2017.0,breakout,PapersWithCode,1.72,30.5,907.8526754690756,2.9584934900247264,True,True,True
1472,CGP,13.2,False,Evolving simple programs for playing Atari games,2018.0,breakout,PapersWithCode,1.72,30.5,39.88881167477414,1.6116044891166368,True,True,True
1474,ES FF (1 hour) noop,9.5,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,breakout,PapersWithCode,1.72,30.5,27.032661570535094,1.4476643339543973,True,True,True
1478,GDI-H3(200M frames),594540.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,krull,PapersWithCode,1598.05,2665.5,55547.51510609395,4.74467245409869,True,True,True
1479,MuZero,269358.27,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,krull,PapersWithCode,1598.05,2665.5,25084.099489437445,4.399415827812565,True,True,True
1480,Agent57,251997.31,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,krull,PapersWithCode,1598.05,2665.5,23457.70387371774,4.370304013063293,True,True,True
1481,R2D2,218448.1,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,krull,PapersWithCode,1598.05,2665.5,20314.773525692068,4.307833362795542,True,True,True
1482,GDI-I3,97575.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,krull,PapersWithCode,1598.05,2665.5,8991.236123471825,3.9538677023369164,True,True,True
1483,MuZero (Res2 Adam),72570.5,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,krull,PapersWithCode,1598.05,2665.5,6648.784486392805,3.8228075704328712,True,True,True
1484,DreamerV2,50061.0,False,Mastering Atari with Discrete World Models,2020.0,krull,PapersWithCode,1598.05,2665.5,4540.067450466064,3.6571579527152496,True,True,True
1486,Ape-X,11741.4,False,Distributed Prioritized Experience Replay,2018.0,krull,PapersWithCode,1598.05,2665.5,950.2412290973816,2.9782906653926426,True,True,True
1487,NoisyNet-Dueling,10754.0,False,Noisy Networks for Exploration,2017.0,krull,PapersWithCode,1598.05,2665.5,857.7404093868566,2.9338618997926433,True,True,True
1488,IQN,10707.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,krull,PapersWithCode,1598.05,2665.5,853.3373928521243,2.9316294150881728,True,True,True
1489,A2C + SIL,10614.6,False,Self-Imitation Learning,2018.0,krull,PapersWithCode,1598.05,2665.5,844.6812497072464,2.927206701598773,True,True,True
1490,Prior+Duel noop,10374.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,krull,PapersWithCode,1598.05,2665.5,822.1790247786781,2.9154942957449825,True,True,True
1491,DDQN+Pop-Art noop,9745.1,False,Learning values across many orders of magnitude,2016.0,krull,PapersWithCode,1598.05,2665.5,763.2254438146986,2.883221492818984,True,True,True
1492,Prior noop,9728.0,False,Prioritized Experience Replay,2015.0,krull,PapersWithCode,1598.05,2665.5,761.6234952456789,2.882310181082374,True,True,True
1493,CGP,9086.8,False,Evolving simple programs for playing Atari games,2018.0,krull,PapersWithCode,1598.05,2665.5,701.5551079675862,2.846680395691081,True,True,True
1494,ES FF (1 hour) noop,8647.2,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,krull,PapersWithCode,1598.05,2665.5,660.3728511874092,2.8204463635116244,True,True,True
1495,IMPALA (deep),8147.4,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,krull,PapersWithCode,1598.05,2665.5,613.5509859946601,2.7885579197978507,True,True,True
1496,A3C FF (1 day) hs,8066.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,krull,PapersWithCode,1598.05,2665.5,605.9815448030353,2.7831754866072997,True,True,True
1497,Duel hs,8051.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,krull,PapersWithCode,1598.05,2665.5,604.5763267600356,2.7821688893479632,True,True,True
1498,POP3D,7715.68,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,krull,PapersWithCode,1598.05,2665.5,573.1069370930722,2.758992794599791,True,True,True
1499,Prior+Duel hs,7658.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,krull,PapersWithCode,1598.05,2665.5,567.7596140334441,2.754928750828043,True,True,True
1500,Prior hs,6872.8,False,Prioritized Experience Replay,2015.0,krull,PapersWithCode,1598.05,2665.5,494.14492482083466,2.6947323319397603,True,True,True
1501,DDQN (tuned) hs,6796.1,False,Deep Reinforcement Learning with Double Q-learning,2015.0,krull,PapersWithCode,1598.05,2665.5,486.959576560963,2.688383845765692,True,True,True
1502,Gorila,6363.1,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,krull,PapersWithCode,1598.05,2665.5,446.3956157197058,2.6506917238865197,True,True,True
1503,DQN hs,6206.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,krull,PapersWithCode,1598.05,2665.5,431.6782987493559,2.6361651134336377,True,True,True
